date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,traffic_NOx,traffic_pm25
2020-08-11,25251.072000000004,20849.824,,1.918,10054.158,,,Chennai,,
2020-08-12,24172.649,19745.782,,0.0,10052.519,,,Chennai,,
2020-08-13,24217.283,19871.689,,0.0,9977.391,,,Chennai,,
2020-08-14,23553.762,19591.477,,0.0,9915.367,,,Chennai,,
2020-08-15,22972.427000000003,19653.919,,0.0,9900.491,,,Chennai,,
2020-08-16,23858.807,19307.646,,0.0,9924.545,,,Chennai,,
2020-08-17,26440.257,21008.59,,930.048,9868.736,,,Chennai,,
2020-08-18,25164.467,20763.501,,0.0,10071.324,,,Chennai,,
2020-08-19,24481.445,20126.609,,0.0,10007.612,,,Chennai,,
2020-08-20,24304.337,20067.123,,0.0,9999.046,,,Chennai,,
2020-08-21,24346.696,20273.928,,0.0,10032.428,,,Chennai,,
2020-08-22,23566.858,20107.336,,0.0,10010.098,,,Chennai,,
2020-08-23,24097.19,19479.73,,0.0,9967.72,,,Chennai,,
2020-08-24,25389.521,20256.173,,537.828,9848.001,,,Chennai,,
2020-08-25,25390.635,20881.856,,39.295,9938.368,,,Chennai,,
2020-08-26,25906.265,21434.46,,0.0,10008.185,,,Chennai,,
2020-08-27,25408.559,20947.067,,0.0,9623.609,,,Chennai,,
2020-08-28,26430.435,20922.631,,1393.757,9879.685,,,Chennai,,
2020-08-29,25772.264,20717.981,,1416.89,9971.635,,,Chennai,,
2020-08-30,24902.041,19499.68,,1439.867,9906.047,,,Chennai,,
2020-08-31,26318.128,20726.057,,1240.67,10002.668,,,Chennai,,
2020-09-01,25631.829,21464.582,,0.0,10046.433,,,Chennai,,
2020-09-02,26111.341,21446.126,,502.342,9995.66,,,Chennai,,
2020-09-03,26863.502,21298.263,,1334.127,10043.929,,,Chennai,,
2020-09-04,27350.209,22130.705,,1323.031,10123.871,,,Chennai,,
2020-09-05,26613.813,22016.657,,1302.754,10087.882,,,Chennai,,
2020-09-06,26427.254,20750.543,,1176.056,10051.144,,,Chennai,,
2020-09-07,25330.378,20844.999,,0.0,10022.705,,,Chennai,,
2020-09-08,26683.189,21470.714,,984.23,10151.248,,,Chennai,,
2020-09-09,26697.885,22513.75,,0.0,10263.014,,,Chennai,,
2020-09-10,25890.891,22153.932,,0.285,10187.823,,,Chennai,,
2020-09-11,25639.096,21869.655,,0.0,10067.929,,,Chennai,,
2020-09-12,24340.431,21129.085,,0.0,9996.371,,,Chennai,,
2020-09-13,24782.13,20283.764,,0.0,9960.564,,,Chennai,,
2020-09-14,25183.594,20675.237,,35.435,9899.906,,,Chennai,,
2020-09-15,25231.228000000003,20928.575,,0.0,10032.503,,,Chennai,,
2020-09-16,25520.163,21271.269,,0.0,10073.839,,,Chennai,,
2020-09-17,25127.009,20830.788,,0.0,10003.66,,,Chennai,,
2020-09-18,24775.102,20745.823,,0.0,9939.728,,,Chennai,,
2020-09-19,24670.589,21269.425,,0.0,9950.762,,,Chennai,,
2020-09-20,24790.301,20238.627,,0.0,9861.057,,,Chennai,,
2020-09-21,25328.776,20760.811,,0.0,9929.246,,,Chennai,,
2020-09-22,26213.570000000003,20462.77,,1326.486,9914.187,,,Chennai,,
2020-09-23,24613.653,20126.075,,0.0,9786.912,,,Chennai,,
2020-09-24,26521.257,20843.904,,1192.945,9888.594,,,Chennai,,
2020-09-25,24954.424,20769.804,,58.137,9989.242,,,Chennai,,
2020-09-26,23510.87,19943.821,,0.0,9891.822,,,Chennai,,
2020-09-27,23686.565,19306.552,,0.0,9890.613,,,Chennai,,
2020-09-28,25224.804,20677.098,,2.368,10072.641,,,Chennai,,
2020-09-29,25646.647,21024.039,,1.025,10118.819,,,Chennai,,
2020-09-30,25513.071,20882.12,,0.0,10109.449,,,Chennai,,
2020-10-01,25224.303000000004,20700.062,,10.669,10124.512,,,Chennai,,
2020-10-02,24819.775,20840.782,,0.0,10191.495,,,Chennai,,
2020-10-03,25122.424,21482.371,,0.0,10272.053,,,Chennai,,
2020-10-04,25549.252,20872.181,,0.0,10246.945,,,Chennai,,
2020-10-05,26690.604,20760.224,,1178.794,10179.697,,,Chennai,,
2020-10-06,27713.291,21526.783,,1824.129,10267.287,,,Chennai,,
2020-10-07,29260.848,22905.943,,1723.615,10425.065,,,Chennai,,
2020-10-08,29535.132,23257.645,,1663.422,10476.93,,,Chennai,,
2020-10-09,27451.349,23158.142,,0.0,10468.749,,,Chennai,,
2020-10-10,26180.939,22397.339,,0.0,10452.171,,,Chennai,,
2020-10-11,25811.646,20953.6,,0.0,10365.765,,,Chennai,,
2020-10-12,25935.123,21145.986,,0.0,10317.732,,,Chennai,,
2020-10-13,27354.739,21275.969,,1403.999,10337.9,,,Chennai,,
2020-10-14,24488.313,20223.528,,0.0,10212.016,,,Chennai,,
2020-10-15,26491.944,20506.232,,1599.719,10242.892,,,Chennai,,
2020-10-16,29901.47,20744.624,,4785.936,10309.917,,,Chennai,,
2020-10-17,25171.498,21332.228,,0.0,10368.749,,,Chennai,,
2020-10-18,25769.203,20916.985,,0.0,10393.037,,,Chennai,,
2020-10-19,26154.145,21428.755,,0.0,10438.315,,,Chennai,,
2020-10-20,26277.482,21442.949,,0.0,10460.456,,,Chennai,,
2020-10-21,26185.894,21399.812,,0.0,10471.898,,,Chennai,,
2020-10-22,27817.316,20961.589,,2000.701,10493.483,,,Chennai,,
2020-10-23,25018.04,20289.144,,116.36,10456.973,,,Chennai,,
2020-10-24,24511.985,20322.915,,229.764,10450.168,,,Chennai,,
2020-10-25,24423.079,19217.127,,337.709,10369.118,,,Chennai,,
2020-10-26,24795.923000000003,19424.827,,465.893,10389.823,,,Chennai,,
2020-10-27,27805.675000000003,20872.113,,2069.168,10452.11,,,Chennai,,
2020-10-28,28344.738,21591.067,,1839.451,10534.64,,,Chennai,,
2020-10-29,27083.83,22113.788,,0.0,10545.782,,,Chennai,,
2020-10-30,29301.522,22632.796,,1836.777,10605.813,,,Chennai,,
2020-10-31,29081.28,22416.954,,2158.924,10621.463,,,Chennai,,
2020-11-01,27945.1,21441.469,,1497.923,10684.648,,,Chennai,,
2020-11-02,28251.465000000004,22212.026,,985.294,10720.661,,,Chennai,,
2020-11-03,28840.113,22469.267,,1816.38,10829.918,,,Chennai,,
2020-11-04,25854.983,22375.61,,0.0,10902.964,,,Chennai,,
2020-11-05,27891.644000000004,22111.58,,1560.614,10922.237,,,Chennai,,
2020-11-06,28702.946,22634.411,,1760.945,10991.452,,,Chennai,,
2020-11-07,27394.834000000003,22297.231,,1361.684,11002.041,,,Chennai,,
2020-11-08,27868.284,21357.547,,2009.506,10929.605,,,Chennai,,
2020-11-09,28197.075,21816.426,,1675.062,10842.396,,,Chennai,,
2020-11-10,26428.496,21802.146,,0.0,10843.511,,,Chennai,,
2020-11-11,25385.779,21590.023,,0.0,10835.095,,,Chennai,,
2020-11-12,26358.244,21872.949,,0.0,10869.26,,,Chennai,,
2020-11-13,27092.021,21168.46,,1395.248,10811.432,,,Chennai,,
2020-11-14,24476.064,18810.217,,1749.298,10763.199,,,Chennai,,
2020-11-15,23480.495,18535.176,,0.0,10731.688,,,Chennai,,
2020-11-16,23723.185,18572.354,,0.0,10754.671,,,Chennai,,
2020-11-17,27114.557,19973.368,,2034.185,10865.49,,,Chennai,,
2020-11-18,27528.46,20560.54,,2069.331,10879.449,,,Chennai,,
2020-11-19,27424.97,20888.086,,1860.184,10876.021,,,Chennai,,
2020-11-20,27239.841,21083.022,,1622.997,10864.1,,,Chennai,,
2020-11-21,26631.022,20969.109,,1860.772,10826.311,,,Chennai,,
2020-11-22,27681.618,20589.537,,1927.342,10911.963,,,Chennai,,
2020-11-23,26713.586,21607.886,,0.0,10906.01,,,Chennai,,
2020-11-24,26486.351,21446.749,,0.0,10920.959,,,Chennai,,
2020-11-25,25909.903,20817.156,,0.0,10889.283,,,Chennai,,
2020-11-26,24637.647,19628.948,,0.0,10860.691,,,Chennai,,
2020-11-27,25540.426,19801.091,,1436.138,10760.186,,,Chennai,,
2020-11-28,24480.852,19901.184,,868.563,10835.665,,,Chennai,,
2020-11-29,26778.45,20396.653,,1754.818,10896.792,,,Chennai,,
2020-11-30,26024.256,21146.073,,0.0,10888.757,,,Chennai,,
2020-12-01,25648.856,20756.748,,0.0,10840.822,,,Chennai,,
2020-12-02,26001.065,21143.398,,0.0,10894.34,,,Chennai,,
2020-12-03,25770.351,20903.051,,0.0,10886.236,,,Chennai,,
2020-12-04,25619.907,20912.293,,0.0,10900.152,,,Chennai,,
2020-12-05,24962.321,20791.112,,0.0,10885.905,,,Chennai,,
2020-12-06,25999.766,19965.337,,1143.0,10893.009,,,Chennai,,
2020-12-07,25181.139000000003,20243.935,,0.0,10899.987,,,Chennai,,
2020-12-08,27565.123,20495.337,,2135.696,10924.691,,,Chennai,,
2020-12-09,27230.589,20125.587,,2157.123,10905.299,,,Chennai,,
2020-12-10,27376.615,20514.604,,1949.864,10899.313,,,Chennai,,
2020-12-11,27278.416,20827.899,,1676.015,10934.764,,,Chennai,,
2020-12-12,24658.101,20438.975,,0.0,10844.233,,,Chennai,,
2020-12-13,26830.006,19872.702,,2064.716,10863.339,,,Chennai,,
2020-12-14,27301.072,20462.808,,1942.978,10874.338,,,Chennai,,
2020-12-15,28183.535,21249.75,,1962.819,11010.331,,,Chennai,,
2020-12-16,26321.993,21308.484,,0.0,10980.915,,,Chennai,,
2020-12-17,26804.836000000003,21401.165,,377.616,10921.339,,,Chennai,,
2020-12-18,26514.206,21660.294,,45.773,10963.243,,,Chennai,,
2020-12-19,25575.214,21182.95,,150.998,10974.406,,,Chennai,,
2020-12-20,27933.712,20857.553,,2066.276,10973.505,,,Chennai,,
2020-12-21,28614.349,21476.532,,2066.276,10906.568,,,Chennai,,
2020-12-22,27135.368,22075.27,,0.0,10887.203,,,Chennai,,
2020-12-23,29342.91,22380.082,,1894.981,10896.209,,,Chennai,,
2020-12-24,29091.59,22099.963,,1997.738,10893.364,,,Chennai,,
2020-12-25,28592.969,22059.434,,2033.81,10916.284,,,Chennai,,
2020-12-26,28570.423999999995,22472.6,,2013.76,10945.877,,,Chennai,,
2020-12-27,28645.858,21643.619,,2059.244,10985.072,,,Chennai,,
2020-12-28,27416.078,22404.78,,0.0,10956.05,,,Chennai,,
2020-12-29,29634.359,22675.838,,1907.744,11089.457,,,Chennai,,
2020-12-30,28771.914,22545.065,,1197.871,11124.531,,,Chennai,,
2020-12-31,29367.164,22516.899,,1888.253,11080.197,,,Chennai,,
