index,geometry,lat,lon,avation,brick_kiln,industrial,power,power_pm25,residential_scope1,residential_scope2,traffic,traffic_NOx,traffic_pm25,total_co2,total_pollutant
Delhi_13,"POLYGON ((76.8479322456343 28.5626201596313, 76.8479322456343 28.56656501520543, 76.84344066921369 28.56656501520543, 76.84344066921369 28.5626201596313, 76.8479322456343 28.5626201596313))",28.564592587418364,76.845686457424,,,,1055.404,,0.0,0.0,7.155,0.0,0.0,1062.559,0.0
Delhi_14,"POLYGON ((76.8479322456343 28.56656501520543, 76.8479322456343 28.57050972290617, 76.84344066921369 28.57050972290617, 76.84344066921369 28.56656501520543, 76.8479322456343 28.56656501520543))",28.568537369055804,76.84568645742398,,,,582.19,,0.111,0.623,0.69,0.0,0.0,582.991,0.0
Delhi_15,"POLYGON ((76.8479322456343 28.57050972290617, 76.8479322456343 28.57445428272037, 76.84344066921369 28.57445428272037, 76.84344066921369 28.57050972290617, 76.8479322456343 28.57050972290617))",28.57248200281327,76.845686457424,,,,343.226,,0.0,0.0,1.764,0.0,0.0,344.99,0.0
Delhi_16,"POLYGON ((76.8479322456343 28.57445428272037, 76.8479322456343 28.578398694634885, 76.84344066921369 28.578398694634885, 76.84344066921369 28.57445428272037, 76.8479322456343 28.57445428272037))",28.576426488677626,76.84568645742401,,,,320.099,,0.018,0.363,1.764,0.0,0.0,321.881,0.0
Delhi_17,"POLYGON ((76.8479322456343 28.578398694634885, 76.8479322456343 28.58234295863656, 76.84344066921369 28.58234295863656, 76.84344066921369 28.578398694634885, 76.8479322456343 28.578398694634885))",28.580370826635725,76.845686457424,,,,294.388,,0.0,0.0,0.627,0.0,0.0,295.015,0.0
Delhi_18,"POLYGON ((76.8479322456343 28.58234295863656, 76.8479322456343 28.586287074712242, 76.84344066921369 28.586287074712242, 76.84344066921369 28.58234295863656, 76.8479322456343 28.58234295863656))",28.584315016674402,76.84568645742401,,,,294.388,,0.0,0.0,6.889,0.0,0.0,301.277,0.0
Delhi_19,"POLYGON ((76.85242382205489 28.546839258864125, 76.85242382205489 28.550784705800183, 76.8479322456343 28.550784705800183, 76.8479322456343 28.546839258864125, 76.85242382205489 28.546839258864125))",28.548811982332154,76.8501780338446,,,,355.073,,0.0,0.0,0.0,0.0,0.0,355.073,0.0
Delhi_20,"POLYGON ((76.85242382205489 28.550784705800183, 76.85242382205489 28.554730004915516, 76.8479322456343 28.554730004915516, 76.8479322456343 28.550784705800183, 76.85242382205489 28.550784705800183))",28.552757355357848,76.85017803384459,,,,355.073,,0.194,0.731,0.735,0.0,0.0,356.002,0.0
Delhi_21,"POLYGON ((76.85242382205489 28.554730004915516, 76.85242382205489 28.55867515619694, 76.8479322456343 28.55867515619694, 76.8479322456343 28.554730004915516, 76.85242382205489 28.554730004915516))",28.556702580556227,76.85017803384457,,,,430.718,,0.138,0.731,0.735,0.0,0.0,431.591,0.0
Delhi_22,"POLYGON ((76.85242382205489 28.55867515619694, 76.85242382205489 28.5626201596313, 76.8479322456343 28.5626201596313, 76.8479322456343 28.55867515619694, 76.85242382205489 28.55867515619694))",28.560647657914124,76.8501780338446,,,,832.281,,0.211,0.731,10.818,0.0,0.0,843.31,0.0
Delhi_23,"POLYGON ((76.85242382205489 28.5626201596313, 76.85242382205489 28.56656501520543, 76.8479322456343 28.56656501520543, 76.8479322456343 28.5626201596313, 76.85242382205489 28.5626201596313))",28.564592587418364,76.85017803384459,,,,895.922,,0.0,0.0,2.689,0.0,0.0,898.611,0.0
Delhi_24,"POLYGON ((76.85242382205489 28.56656501520543, 76.85242382205489 28.57050972290617, 76.8479322456343 28.57050972290617, 76.8479322456343 28.56656501520543, 76.85242382205489 28.56656501520543))",28.568537369055807,76.85017803384461,,,,491.047,,3.488,12.081,0.0,0.0,0.0,494.535,0.0
Delhi_25,"POLYGON ((76.85242382205489 28.57050972290617, 76.85242382205489 28.57445428272037, 76.8479322456343 28.57445428272037, 76.8479322456343 28.57050972290617, 76.85242382205489 28.57050972290617))",28.57248200281327,76.85017803384459,,,,483.648,,0.99,3.446,3.806,0.0,0.0,488.444,0.0
Delhi_26,"POLYGON ((76.85242382205489 28.57445428272037, 76.85242382205489 28.578398694634885, 76.8479322456343 28.578398694634885, 76.8479322456343 28.57445428272037, 76.85242382205489 28.57445428272037))",28.576426488677626,76.85017803384459,,,,465.992,,9.902,34.545,3.806,0.0,0.0,479.7,0.0
